Date,Ticker,TransactionType,TransactionValue
05/12/2016,TSX:NA,Public Offering,12.00
05/11/2016,TSX:NA,Public Offering,12.00
05/11/2016,TSX:NA,Public Offering,15.00
05/10/2016,TSX:NA,Public Offering,12.00
05/06/2016,TSX:NA,Public Offering,12.00
04/28/2016,TSX:NA,Public Offering,12.00
04/27/2016,TSX:NA,Public Offering,12.00
04/19/2016,TSX:NA,Public Offering,12.00
04/19/2016,TSX:NA,Public Offering,25.29
04/18/2016,TSX:NA,Public Offering,12.00
04/15/2016,TSX:NA,Public Offering,15.00
04/15/2016,TSX:NA,Public Offering,15.00
04/14/2016,TSX:NA,Public Offering,12.00
04/12/2016,TSX:NA,Public Offering,12.00
04/12/2016,TSX:NA,Public Offering,12.00
04/07/2016,TSX:NA,Public Offering,20.00
04/07/2016,TSX:NA,Public Offering,12.00
04/06/2016,TSX:NA,Public Offering,15.00
04/06/2016,TSX:NA,Public Offering,12.00
04/06/2016,TSX:NA,Public Offering,20.00
04/06/2016,TSX:NA,Public Offering,12.00
04/06/2016,TSX:NA,Public Offering,15.00
04/06/2016,TSX:NA,Public Offering,12.00
04/06/2016,TSX:NA,Public Offering,12.00
04/05/2016,TSX:NA,Public Offering,12.00
04/05/2016,TSX:NA,Public Offering,20.00
04/05/2016,TSX:NA,Public Offering,12.00
04/05/2016,TSX:NA,Public Offering,12.00
04/05/2016,TSX:NA,Public Offering,12.00
04/05/2016,TSX:NA,Public Offering,20.00
04/01/2016,TSX:NA,Public Offering,15.00
03/31/2016,TSX:NA,Public Offering,15.00
03/29/2016,TSX:NA,Public Offering,221.78
03/22/2016,TSX:NA,Public Offering,20.00
03/18/2016,TSX:NA,Public Offering,40.00
03/15/2016,TSX:NA,Public Offering,12.00
03/15/2016,TSX:NA,Public Offering,12.00
03/11/2016,TSX:NA,Public Offering,15.00
03/10/2016,TSX:NA,Public Offering,12.00
03/08/2016,TSX:NA,Public Offering,16.06
03/08/2016,TSX:NA,Public Offering,16.06
03/07/2016,TSX:NA,Public Offering,12.00
03/04/2016,TSX:NA,Public Offering,15.00
03/04/2016,TSX:NA,Public Offering,20.00
03/03/2016,TSX:NA,Public Offering,15.00
02/29/2016,TSX:NA,Public Offering,20.00
02/26/2016,TSX:NA,Public Offering,12.00
01/22/2016,TSX:NA,Public Offering,50.48
01/15/2016,TSX:NA,Public Offering,400.00
05/30/2018,TSX:NMX,Public Offering,280.00
05/30/2018,TSX:NMX,Private Placement,80.00
05/10/2018,TSX:NMX,Public Offering,447.55
04/25/2018,TSX:NMX,Private Placement,99.08
06/29/2017,TSX:NMX,Public Offering,50.00
07/08/2016,TSX:NMX,Public Offering,60.00
03/24/2016,TSX:NMX,Private Placement,13.00
12/08/2017,TSX:NEO,Public Offering,200.07
05/04/2017,TSX:NGD,Public Offering,412.10
03/10/2017,TSX:NGD,Public Offering,202.25
07/18/2017,TSX:BCI,Private Placement,50.00
07/21/2017,TSX:NXE,Private Placement,143.34
06/10/2016,TSX:NXE,Private Placement,76.41
02/01/2019,TSX:NGQ,Private Placement,20.00
01/03/2018,TSX:NGQ,Private Placement,12.50
12/20/2016,TSX:NGQ,Private Placement,10.00
12/02/2016,TSX:NGQ,Merger/Acquisition,3.50
03/22/2016,TSX:NGQ,Private Placement,2.92
02/19/2016,TSX:NGQ,Private Placement,8.74
02/01/2019,TSX:OSB,Buyback,141.00
08/09/2017,TSX:OSB,Public Offering,150.34
04/03/2017,TSX:OSB,Merger/Acquisition,442.00
02/28/2019,TSX:NOA,Public Offering,55.00
03/08/2017,TSX:NOA,Public Offering,40.00
05/31/2016,TSX:NOA,Buyback,4.65
04/15/2019,TSX:PDL,Public Offering,75.01
12/24/2018,TSX:PDL,Private Placement,10.00
01/26/2016,TSX:PDL,Shelf Registration,1899.76
03/26/2019,TSX:NDM,Private Placement,3.24
03/18/2019,TSX:NDM,Public Offering,13.34
12/28/2018,TSX:NDM,Private Placement,8.42
01/20/2017,TSX:NDM,Public Offering,43.42
07/05/2016,TSX:NDM,Private Placement,2.00
06/10/2016,TSX:NDM,Public Offering,14.00
06/10/2016,TSX:NDM,Public Offering,1.00
04/05/2019,TSX:NPI,Public Offering,750.00
06/25/2018,TSX:NVU.UN,Public Offering,110.04
10/31/2016,TSX:NVU.UN,Public Offering,65.04
02/26/2019,TSX:NWH.UN,Public Offering,125.03
12/11/2018,TSX:NWH.UN,Public Offering,167.68
10/13/2017,TSX:NWH.UN,Public Offering,125.05
04/06/2017,TSX:NWH.UN,Public Offering,85.01
01/31/2017,TSX:NWH.UN,Public Offering,75.04
12/15/2016,TSX:NWH.UN,Public Offering,70.00
07/25/2016,TSX:NWH.UN,Private Placement,5.00
07/25/2016,TSX:NWH.UN,Public Offering,57.82
07/19/2016,TSX:NWH.UN,Public Offering,65.00
03/19/2019,TSX:NTR,Public Offering,994.66
03/19/2019,TSX:NTR,Public Offering,980.68
04/06/2018,TSX:NTR,Public Offering,10439.64
01/02/2018,TSX:NTR,Shelf Registration,424.26
12/01/2016,TSX:NTR,Public Offering,665.46
08/30/2018,TSX:NVA,Public Offering,170.02
08/30/2018,TSX:NVA,Private Placement,238.73
03/02/2018,TSX:NVA,Private Placement,220.00
03/02/2018,TSX:NVA,Public Offering,220.00
10/28/2016,TSX:NVA,Public Offering,120.42
06/28/2016,TSX:NVA,Private Placement,22.24
06/22/2016,TSX:NVA,Private Placement,70.00
03/17/2016,TSX:OBE,Shelf Registration,322.04
03/17/2016,TSX:OBE,Shelf Registration,425.62
12/15/2016,NasdaqGS:OTEX,Public Offering,344.28
12/13/2016,NasdaqGS:OTEX,Public Offering,740.12
05/25/2016,NasdaqGS:OTEX,Public Offering,784.49
02/15/2018,TSX:OLA,Public Offering,26.75
10/13/2016,TSX:OLA,Private Placement,50.00
07/08/2016,TSX:OLA,Private Placement,7.00
02/15/2016,TSX:OLA,Private Placement,0.03
06/21/2017,TSX:OXC,Private Placement,54.10
03/01/2016,TSX:OXC,Private Placement,41.63
11/03/2017,TSX:OR,Public Offering,184.00
11/03/2017,TSX:OR,Private Placement,116.00
07/31/2017,TSX:OR,Private Placement,275.00
07/18/2017,TSX:OR,Private Placement,2.00
07/27/2016,TSX:OR,Private Placement,25.01
02/26/2016,TSX:OR,Public Offering,150.09
02/12/2016,TSX:OR,Private Placement,50.00
11/05/2018,TSX:OSK,Private Placement,25.00
09/18/2018,TSX:OSK,Merger/Acquisition,18.00
09/18/2018,TSX:OSK,Private Placement,76.42
12/12/2017,TSX:OSK,Private Placement,2.30
10/10/2017,TSX:OSK,Merger/Acquisition,7.98
10/05/2017,TSX:OSK,Private Placement,92.36
04/27/2017,TSX:OSK,Private Placement,5.01
02/28/2017,TSX:OSK,Merger/Acquisition,17.71
02/28/2017,TSX:OSK,Private Placement,82.20
12/13/2016,TSX:OSK,Private Placement,13.96
09/27/2016,TSX:OSK,Private Placement,32.31
07/27/2016,TSX:OSK,Private Placement,25.21
02/03/2016,TSX:OSK,Private Placement,12.63
08/23/2017,TSX:PONY,Private Placement,200.00
04/05/2017,TSX:PONY,Public Offering,100.90
04/23/2019,TSX:PLC,Public Offering,125.02
05/04/2018,TSX:PLC,Public Offering,165.01
06/27/2017,TSX:PLC,Public Offering,70.02
11/21/2016,TSX:PLC,Public Offering,40.00
11/08/2018,TSX:PKI,Public Offering,300.00
03/16/2018,TSX:PKI,Public Offering,654.68
05/09/2017,TSX:PKI,Public Offering,500.00
05/09/2017,TSX:PKI,Private Placement,662.03
09/16/2016,TSX:PKI,Public Offering,300.00
09/07/2016,TSX:PKI,Private Placement,231.04
11/21/2018,TSX:PAT,Public Offering,46.00
02/22/2018,TSX:PAT,Public Offering,25.30
10/31/2017,TSX:PAT,Public Offering,10.02
07/13/2017,TSX:PAT,Private Placement,4.63
11/11/2016,TSX:PAT,Private Placement,2.36
04/03/2019,TSX:PPL,Public Offering,399.87
04/03/2019,TSX:PPL,Public Offering,399.61
03/26/2018,TSX:PPL,Public Offering,399.97
03/26/2018,TSX:PPL,Public Offering,299.81
12/07/2017,TSX:PPL,Public Offering,400.00
08/16/2017,TSX:PPL,Public Offering,347.52
08/16/2017,TSX:PPL,Public Offering,244.63
01/20/2017,TSX:PPL,Public Offering,299.81
01/20/2017,TSX:PPL,Public Offering,300.00
08/11/2016,TSX:PPL,Public Offering,499.80
04/27/2016,TSX:PPL,Public Offering,250.00
03/29/2016,TSX:PPL,Public Offering,300.05
01/06/2016,TSX:PPL,Public Offering,150.00
01/03/2019,TSX:PEY,Private Placement,100.00
01/02/2018,TSX:PEY,Private Placement,100.00
03/14/2017,TSX:PEY,Private Placement,2.60
12/31/2016,TSX:PEY,Private Placement,4.93
10/24/2016,TSX:PEY,Private Placement,100.00
05/18/2016,TSX:PEY,Public Offering,150.00
03/15/2016,TSX:PEY,Private Placement,3.87
01/06/2016,TSX:PEY,Private Placement,3.77
02/02/2017,TSX:PHX,Private Placement,2.00
02/02/2017,TSX:PHX,Public Offering,25.00
06/28/2016,TSX:PHX,Private Placement,1.34
06/28/2016,TSX:PHX,Public Offering,20.25
06/26/2018,TSX:PL,Public Offering,50.05
01/30/2018,TSX:PL,Public Offering,150.02
02/21/2018,TSX:PLZ.UN,Public Offering,45.00
03/31/2016,TSX:PLZ.UN,Public Offering,20.01
06/30/2018,TSX:PTS,Buyback,9.14
05/28/2019,TSX:PIF,Private Placement,25.00
02/03/2016,TSX:PIF,Merger/Acquisition,9.59
02/21/2018,TSX:PBL,Public Offering,33.21
01/18/2018,TSX:POM,Private Placement,20.00
12/09/2016,TSX:POM,Private Placement,14.48
10/28/2016,TSX:POM,Private Placement,40.21
08/05/2016,TSX:POM,Private Placement,18.46
04/13/2019,TSX:POW,Buyback,1350.00
07/23/2018,TSX:POW,Public Offering,250.00
01/26/2017,TSX:POW,Public Offering,250.00
04/13/2019,TSX:PWF,Buyback,1650.00
05/26/2017,TSX:PWF,Public Offering,250.00
05/03/2019,TSX:PSK,Buyback,38.68
05/03/2018,TSX:PSK,Buyback,48.12
12/23/2016,TSX:PSK,Public Offering,251.20
11/09/2017,TSX:PD,Public Offering,507.82
07/24/2017,TSX:PD,Public Offering,438.05
11/01/2016,TSX:PD,Public Offering,468.86
02/01/2019,TSX:PG,Private Placement,77.79
10/14/2016,TSX:PG,Private Placement,4.53
10/14/2016,TSX:PG,Private Placement,4.53
09/30/2016,TSX:PG,Private Placement,46.02
06/02/2016,TSX:PG,Private Placement,26.04
05/23/2019,TSX:PBH,Private Placement,200.01
05/02/2018,TSX:PBH,Public Offering,193.00
04/09/2018,TSX:PBH,Public Offering,150.00
11/15/2016,TSX:PBH,Public Offering,100.00
04/05/2016,TSX:PBH,Public Offering,75.00
07/25/2018,TSX:PVG,Private Placement,3.00
06/30/2018,TSX:PVG,Merger/Acquisition,35.40
07/14/2017,TSX:PVG,Private Placement,5.00
02/08/2017,TSX:PVG,Public Offering,118.42
06/30/2016,TSX:PVG,Private Placement,0.13
06/22/2016,TSX:PVG,Private Placement,5.00
03/31/2016,TSX:PVG,Private Placement,16.55
02/23/2016,TSX:PVG,Public Offering,165.71
09/28/2018,TSX:PRV.UN,Public Offering,40.29
01/29/2018,TSX:PRV.UN,Public Offering,25.00
06/13/2017,TSX:PRV.UN,Public Offering,20.02
10/18/2016,TSX:PRV.UN,Public Offering,25.20
06/30/2017,TSX:RUF.UN,Public Offering,80.01
04/07/2017,TSX:RUF.UN,Public Offering,80.05
07/29/2016,TSX:RUF.UN,Public Offering,33.92
05/03/2019,TSX:QEC,Private Placement,14.78
10/09/2017,TSX:QEC,Private Placement,31.06
09/29/2017,TSX:QEC,Public Offering,31.23
02/24/2017,TSX:QEC,Public Offering,0.67
02/17/2017,TSX:QEC,Private Placement,24.33
02/09/2017,TSX:QEC,Public Offering,24.29
10/28/2016,TSX:QEC,Public Offering,7.45
07/29/2016,TSX:QEC,Private Placement,4.75
09/19/2018,TSX:REAL,Merger/Acquisition,54.17
05/11/2017,TSX:REAL,Public Offering,156.73
11/01/2016,TSX:REAL,Merger/Acquisition,2.14
04/01/2016,TSX:REAL,Private Placement,100.00
04/15/2016,TSX:RECP,Private Placement,230.00
11/06/2018,TSX:QSP.UN,Buyback,560.66
11/08/2017,TSX:QSP.UN,Buyback,420.40
01/31/2018,TSX:REI.UN,Public Offering,299.99
04/10/2017,TSX:REI.UN,Public Offering,300.00
01/11/2017,TSX:REI.UN,Public Offering,299.99
08/23/2016,TSX:REI.UN,Public Offering,250.00
12/07/2016,NYSE:RBA,Public Offering,661.90
05/05/2016,NYSE:RBA,Shelf Registration,0.32
05/01/2019,TSX:RCI.B,Public Offering,997.46
04/23/2019,TSX:RCI.B,Public Offering,1672.06
02/05/2018,TSX:RCI.B,Public Offering,930.71
11/01/2016,TSX:RCI.B,Public Offering,658.77
03/28/2018,TSX:RSI,Public Offering,85.00
07/21/2017,TSX:RSI,Public Offering,50.00
07/21/2017,TSX:RSI,Public Offering,60.18
10/18/2017,TSX:ROOT,Public Offering,200.00
03/08/2016,TSX:ROXG,Public Offering,20.00
05/13/2019,TSX:RY,Public Offering,4.03
05/02/2019,TSX:RY,Public Offering,749.06
04/25/2019,TSX:RY,Public Offering,522.42
04/24/2019,TSX:RY,Public Offering,1348.91
04/24/2019,TSX:RY,Public Offering,674.75
04/12/2019,TSX:RY,Public Offering,10.00
04/09/2019,TSX:RY,Public Offering,17.39
03/14/2019,TSX:RY,Public Offering,150.58
02/27/2019,TSX:RY,Public Offering,3.95
02/22/2019,TSX:RY,Public Offering,1.81
02/05/2019,TSX:RY,Public Offering,5.26
02/01/2019,TSX:RY,Public Offering,6.97
01/29/2019,TSX:RY,Public Offering,2640.11
01/25/2019,TSX:RY,Public Offering,761.97
01/23/2019,TSX:RY,Public Offering,1.94
01/22/2019,TSX:RY,Public Offering,799.99
12/31/2018,TSX:RY,Public Offering,2.73
12/27/2018,TSX:RY,Public Offering,13.65
11/26/2018,TSX:RY,Public Offering,8.87
11/19/2018,TSX:RY,Public Offering,2.28
11/02/2018,TSX:RY,Public Offering,350.00
10/25/2018,TSX:RY,Public Offering,2.87
10/24/2018,TSX:RY,Public Offering,5.87
10/18/2018,TSX:RY,Public Offering,20.91
10/17/2018,TSX:RY,Public Offering,3.57
10/17/2018,TSX:RY,Public Offering,76.32
10/15/2018,TSX:RY,Public Offering,2204.22
10/12/2018,TSX:RY,Public Offering,685.56
10/01/2018,TSX:RY,Public Offering,384.28
10/01/2018,TSX:RY,Public Offering,1917.38
09/20/2018,TSX:RY,Public Offering,26.42
09/13/2018,TSX:RY,Public Offering,596.58
09/12/2018,TSX:RY,Public Offering,6.06
09/07/2018,TSX:RY,Public Offering,30.77
09/07/2018,TSX:RY,Public Offering,2285.83
08/29/2018,TSX:RY,Public Offering,76.08
08/16/2018,TSX:RY,Public Offering,25.28
08/16/2018,TSX:RY,Public Offering,39.43
08/16/2018,TSX:RY,Public Offering,22.31
08/16/2018,TSX:RY,Public Offering,39.43
08/09/2018,TSX:RY,Public Offering,14.26
07/24/2018,TSX:RY,Public Offering,1316.06
07/24/2018,TSX:RY,Public Offering,1549.23
07/24/2018,TSX:RY,Public Offering,864.71
07/19/2018,TSX:RY,Public Offering,30.40
07/18/2018,TSX:RY,Public Offering,462.75
07/17/2018,TSX:RY,Public Offering,26.55
07/11/2018,TSX:RY,Public Offering,27.28
07/09/2018,TSX:RY,Public Offering,0.65
06/28/2018,TSX:RY,Public Offering,2300.09
06/13/2018,TSX:RY,Public Offering,12.97
06/13/2018,TSX:RY,Public Offering,0.65
06/08/2018,TSX:RY,Public Offering,1302.90
05/23/2018,TSX:RY,Public Offering,2.52
05/22/2018,TSX:RY,Public Offering,3.19
05/21/2018,TSX:RY,Public Offering,1.27
05/16/2018,TSX:RY,Public Offering,1.97
05/10/2018,TSX:RY,Public Offering,42.03
05/08/2018,TSX:RY,Public Offering,30.87
05/03/2018,TSX:RY,Public Offering,4.12
04/26/2018,TSX:RY,Public Offering,1.28
04/24/2018,TSX:RY,Public Offering,42.32
04/24/2018,TSX:RY,Public Offering,1922.43
04/24/2018,TSX:RY,Public Offering,1923.80
04/23/2018,TSX:RY,Public Offering,422.41
03/02/2018,TSX:RY,Public Offering,7.48
01/19/2018,TSX:RY,Public Offering,776.03
12/18/2017,TSX:RY,Public Offering,1.78
12/13/2017,TSX:RY,Public Offering,19.20
12/08/2017,TSX:RY,Public Offering,1120.17
11/24/2017,TSX:RY,Public Offering,1.90
11/17/2017,TSX:RY,Public Offering,1.27
10/27/2017,TSX:RY,Public Offering,25.74
10/25/2017,TSX:RY,Public Offering,7.55
10/20/2017,TSX:RY,Public Offering,20.00
10/20/2017,TSX:RY,Public Offering,20.00
10/18/2017,TSX:RY,Public Offering,2496.97
10/18/2017,TSX:RY,Public Offering,624.61
10/16/2017,TSX:RY,Public Offering,20.00
10/16/2017,TSX:RY,Public Offering,20.00
10/12/2017,TSX:RY,Public Offering,492.65
10/05/2017,TSX:RY,Public Offering,20.00
09/29/2017,TSX:RY,Public Offering,169.08
09/22/2017,TSX:RY,Public Offering,20.00
09/18/2017,TSX:RY,Public Offering,3.63
09/15/2017,TSX:RY,Public Offering,1.46
09/15/2017,TSX:RY,Public Offering,0.16
09/15/2017,TSX:RY,Public Offering,1.27
09/13/2017,TSX:RY,Public Offering,121.78
09/13/2017,TSX:RY,Public Offering,1.96
09/12/2017,TSX:RY,Public Offering,1.52
09/12/2017,TSX:RY,Public Offering,1.89
09/12/2017,TSX:RY,Public Offering,3.65
09/11/2017,TSX:RY,Public Offering,20.00
09/08/2017,TSX:RY,Public Offering,0.23
09/08/2017,TSX:RY,Public Offering,0.58
09/08/2017,TSX:RY,Public Offering,0.11
09/08/2017,TSX:RY,Public Offering,0.09
09/08/2017,TSX:RY,Public Offering,0.47
09/08/2017,TSX:RY,Public Offering,1.17
09/08/2017,TSX:RY,Public Offering,4.15
08/31/2017,TSX:RY,Public Offering,1.94
08/31/2017,TSX:RY,Public Offering,4.20
08/30/2017,TSX:RY,Public Offering,5.49
08/30/2017,TSX:RY,Public Offering,2.51
08/30/2017,TSX:RY,Public Offering,2.51
08/29/2017,TSX:RY,Public Offering,1.53
08/29/2017,TSX:RY,Public Offering,0.78
08/29/2017,TSX:RY,Public Offering,0.88
08/29/2017,TSX:RY,Public Offering,0.57
08/29/2017,TSX:RY,Public Offering,1.78
08/29/2017,TSX:RY,Public Offering,0.29
08/29/2017,TSX:RY,Public Offering,10.06
08/29/2017,TSX:RY,Public Offering,3.74
08/28/2017,TSX:RY,Public Offering,3.84
08/28/2017,TSX:RY,Public Offering,2.07
08/28/2017,TSX:RY,Public Offering,2.07
08/28/2017,TSX:RY,Public Offering,4.63
08/28/2017,TSX:RY,Public Offering,4.07
08/28/2017,TSX:RY,Public Offering,1.11
08/28/2017,TSX:RY,Public Offering,1.10
08/28/2017,TSX:RY,Public Offering,1.11
08/28/2017,TSX:RY,Public Offering,18.99
08/28/2017,TSX:RY,Public Offering,3.71
08/25/2017,TSX:RY,Public Offering,20.00
08/25/2017,TSX:RY,Public Offering,20.00
08/25/2017,TSX:RY,Public Offering,20.00
08/25/2017,TSX:RY,Public Offering,20.00
08/25/2017,TSX:RY,Public Offering,1.87
08/25/2017,TSX:RY,Public Offering,11.82
08/25/2017,TSX:RY,Public Offering,0.92
08/25/2017,TSX:RY,Public Offering,0.20
08/25/2017,TSX:RY,Public Offering,1.28
08/25/2017,TSX:RY,Public Offering,0.33
08/25/2017,TSX:RY,Public Offering,0.91
08/24/2017,TSX:RY,Public Offering,2.55
08/24/2017,TSX:RY,Public Offering,626.34
08/23/2017,TSX:RY,Public Offering,8.28
08/23/2017,TSX:RY,Public Offering,0.63
08/21/2017,TSX:RY,Public Offering,5.84
08/21/2017,TSX:RY,Public Offering,2.51
08/21/2017,TSX:RY,Public Offering,0.66
08/18/2017,TSX:RY,Public Offering,20.00
08/18/2017,TSX:RY,Public Offering,25.18
08/18/2017,TSX:RY,Public Offering,4.57
08/17/2017,TSX:RY,Public Offering,8.24
08/16/2017,TSX:RY,Public Offering,490.14
08/15/2017,TSX:RY,Public Offering,2.44
08/14/2017,TSX:RY,Public Offering,3.81
08/11/2017,TSX:RY,Public Offering,1.32
08/11/2017,TSX:RY,Public Offering,0.28
08/11/2017,TSX:RY,Public Offering,1.70
08/11/2017,TSX:RY,Public Offering,0.24
08/10/2017,TSX:RY,Public Offering,4.31
08/10/2017,TSX:RY,Public Offering,2.21
08/09/2017,TSX:RY,Public Offering,1.27
08/09/2017,TSX:RY,Public Offering,1.27
08/08/2017,TSX:RY,Public Offering,21.48
08/08/2017,TSX:RY,Public Offering,2.53
08/04/2017,TSX:RY,Public Offering,20.00
08/04/2017,TSX:RY,Public Offering,1.42
08/04/2017,TSX:RY,Public Offering,2.05
08/03/2017,TSX:RY,Public Offering,5.02
08/03/2017,TSX:RY,Public Offering,4.43
08/02/2017,TSX:RY,Public Offering,2.68
08/02/2017,TSX:RY,Public Offering,0.05
08/01/2017,TSX:RY,Public Offering,3.31
08/01/2017,TSX:RY,Public Offering,1.62
07/31/2017,TSX:RY,Public Offering,1.25
07/31/2017,TSX:RY,Public Offering,2.50
07/28/2017,TSX:RY,Public Offering,1.23
07/28/2017,TSX:RY,Public Offering,20.00
07/27/2017,TSX:RY,Public Offering,2.00
07/27/2017,TSX:RY,Public Offering,2.53
07/27/2017,TSX:RY,Public Offering,3.49
07/27/2017,TSX:RY,Public Offering,3.63
07/27/2017,TSX:RY,Public Offering,17.71
07/27/2017,TSX:RY,Public Offering,12.37
07/26/2017,TSX:RY,Public Offering,0.88
07/26/2017,TSX:RY,Public Offering,1.83
07/26/2017,TSX:RY,Public Offering,1.49
07/26/2017,TSX:RY,Public Offering,0.22
07/26/2017,TSX:RY,Public Offering,2.08
07/26/2017,TSX:RY,Public Offering,1.98
07/26/2017,TSX:RY,Public Offering,0.58
07/26/2017,TSX:RY,Public Offering,3.75
07/26/2017,TSX:RY,Public Offering,1.40
07/26/2017,TSX:RY,Public Offering,1.39
07/26/2017,TSX:RY,Public Offering,2.08
07/26/2017,TSX:RY,Public Offering,0.14
07/26/2017,TSX:RY,Public Offering,2.82
07/26/2017,TSX:RY,Public Offering,0.70
07/26/2017,TSX:RY,Public Offering,1.45
07/25/2017,TSX:RY,Public Offering,5.38
07/25/2017,TSX:RY,Public Offering,2.50
07/24/2017,TSX:RY,Public Offering,3.13
07/24/2017,TSX:RY,Public Offering,3.13
07/21/2017,TSX:RY,Public Offering,3.10
07/21/2017,TSX:RY,Public Offering,2.46
07/21/2017,TSX:RY,Public Offering,20.00
07/21/2017,TSX:RY,Public Offering,0.76
07/21/2017,TSX:RY,Public Offering,0.63
07/21/2017,TSX:RY,Public Offering,0.77
07/21/2017,TSX:RY,Public Offering,0.25
07/21/2017,TSX:RY,Public Offering,6.88
07/21/2017,TSX:RY,Public Offering,14.49
07/21/2017,TSX:RY,Public Offering,0.87
07/20/2017,TSX:RY,Public Offering,408.40
07/19/2017,TSX:RY,Public Offering,8.19
07/19/2017,TSX:RY,Public Offering,8.82
07/14/2017,TSX:RY,Public Offering,2.32
07/14/2017,TSX:RY,Public Offering,1.14
07/14/2017,TSX:RY,Public Offering,1.27
07/14/2017,TSX:RY,Public Offering,1.35
07/13/2017,TSX:RY,Public Offering,4.03
07/11/2017,TSX:RY,Public Offering,12.94
07/11/2017,TSX:RY,Public Offering,2.59
07/10/2017,TSX:RY,Public Offering,2.58
07/07/2017,TSX:RY,Public Offering,20.00
07/07/2017,TSX:RY,Public Offering,20.00
07/07/2017,TSX:RY,Public Offering,0.36
07/07/2017,TSX:RY,Public Offering,1.28
07/07/2017,TSX:RY,Public Offering,1.37
07/06/2017,TSX:RY,Public Offering,0.25
07/05/2017,TSX:RY,Public Offering,7.49
06/30/2017,TSX:RY,Public Offering,25.99
06/30/2017,TSX:RY,Public Offering,25.99
06/30/2017,TSX:RY,Public Offering,26.12
06/30/2017,TSX:RY,Public Offering,11.79
06/30/2017,TSX:RY,Public Offering,1.99
06/30/2017,TSX:RY,Public Offering,5.29
06/30/2017,TSX:RY,Public Offering,10.46
06/30/2017,TSX:RY,Public Offering,11.56
06/30/2017,TSX:RY,Public Offering,5.29
06/29/2017,TSX:RY,Public Offering,4.80
06/29/2017,TSX:RY,Public Offering,5.20
06/29/2017,TSX:RY,Public Offering,4.80
06/29/2017,TSX:RY,Public Offering,2.90
06/28/2017,TSX:RY,Public Offering,20.00
06/28/2017,TSX:RY,Public Offering,11.99
06/28/2017,TSX:RY,Public Offering,29.25
06/28/2017,TSX:RY,Public Offering,6.53
06/27/2017,TSX:RY,Public Offering,5.28
06/27/2017,TSX:RY,Public Offering,2.87
06/27/2017,TSX:RY,Public Offering,1.53
06/27/2017,TSX:RY,Public Offering,0.28
06/27/2017,TSX:RY,Public Offering,1.68
06/27/2017,TSX:RY,Public Offering,1.35
06/27/2017,TSX:RY,Public Offering,1.49
06/27/2017,TSX:RY,Public Offering,0.57
06/27/2017,TSX:RY,Public Offering,0.37
06/27/2017,TSX:RY,Public Offering,1.32
06/27/2017,TSX:RY,Public Offering,0.86
06/27/2017,TSX:RY,Public Offering,1.29
06/27/2017,TSX:RY,Public Offering,1.32
06/27/2017,TSX:RY,Public Offering,1.19
06/23/2017,TSX:RY,Public Offering,1.83
06/23/2017,TSX:RY,Public Offering,7.96
06/23/2017,TSX:RY,Public Offering,0.15
06/23/2017,TSX:RY,Public Offering,0.72
06/23/2017,TSX:RY,Public Offering,0.46
06/23/2017,TSX:RY,Public Offering,0.60
06/22/2017,TSX:RY,Public Offering,0.14
06/22/2017,TSX:RY,Public Offering,1.32
06/16/2017,TSX:RY,Public Offering,1.92
06/16/2017,TSX:RY,Public Offering,5.47
06/14/2017,TSX:RY,Public Offering,1.38
06/13/2017,TSX:RY,Public Offering,336.74
06/13/2017,TSX:RY,Public Offering,2.36
06/09/2017,TSX:RY,Public Offering,1.03
06/09/2017,TSX:RY,Public Offering,3.79
06/09/2017,TSX:RY,Public Offering,1.26
06/09/2017,TSX:RY,Public Offering,2.84
06/09/2017,TSX:RY,Public Offering,5.78
06/09/2017,TSX:RY,Public Offering,5.17
06/09/2017,TSX:RY,Public Offering,1.61
06/09/2017,TSX:RY,Public Offering,3.07
06/09/2017,TSX:RY,Public Offering,1.22
06/09/2017,TSX:RY,Public Offering,1.35
06/09/2017,TSX:RY,Public Offering,0.64
06/09/2017,TSX:RY,Public Offering,0.53
06/09/2017,TSX:RY,Public Offering,0.92
06/09/2017,TSX:RY,Public Offering,1.44
06/09/2017,TSX:RY,Public Offering,1.02
06/09/2017,TSX:RY,Public Offering,0.20
06/08/2017,TSX:RY,Public Offering,1.15
06/07/2017,TSX:RY,Public Offering,1.13
06/07/2017,TSX:RY,Public Offering,2.70
06/06/2017,TSX:RY,Public Offering,20.00
06/06/2017,TSX:RY,Public Offering,4.01
06/05/2017,TSX:RY,Public Offering,3.37
06/05/2017,TSX:RY,Public Offering,2.70
06/02/2017,TSX:RY,Public Offering,2.64
05/31/2017,TSX:RY,Public Offering,1.76
05/30/2017,TSX:RY,Public Offering,0.20
05/30/2017,TSX:RY,Public Offering,1.31
05/30/2017,TSX:RY,Public Offering,2.71
05/30/2017,TSX:RY,Public Offering,5.85
05/30/2017,TSX:RY,Public Offering,2.79
05/26/2017,TSX:RY,Public Offering,2.02
05/26/2017,TSX:RY,Public Offering,35.83
05/26/2017,TSX:RY,Public Offering,0.90
05/26/2017,TSX:RY,Public Offering,0.42
05/26/2017,TSX:RY,Public Offering,2.96
05/26/2017,TSX:RY,Public Offering,0.87
05/26/2017,TSX:RY,Public Offering,3.36
05/26/2017,TSX:RY,Public Offering,0.43
05/26/2017,TSX:RY,Public Offering,3.74
