Date,Ticker,TransactionType,TransactionValue
05/10/2017,TSX:BNS,Public Offering,27.35
05/10/2017,TSX:BNS,Public Offering,27.35
05/09/2017,TSX:BNS,Public Offering,15.00
05/05/2017,TSX:BNS,Public Offering,27.41
05/05/2017,TSX:BNS,Public Offering,20.00
05/04/2017,TSX:BNS,Public Offering,79.67
04/27/2017,TSX:BNS,Public Offering,10.00
04/27/2017,TSX:BNS,Public Offering,31.08
04/27/2017,TSX:BNS,Public Offering,35.37
04/27/2017,TSX:BNS,Public Offering,28.09
04/27/2017,TSX:BNS,Public Offering,8.90
04/27/2017,TSX:BNS,Public Offering,37.76
04/27/2017,TSX:BNS,Public Offering,27.16
04/27/2017,TSX:BNS,Public Offering,27.16
04/27/2017,TSX:BNS,Public Offering,44.67
04/27/2017,TSX:BNS,Public Offering,41.73
04/27/2017,TSX:BNS,Public Offering,41.19
04/27/2017,TSX:BNS,Public Offering,41.19
04/26/2017,TSX:BNS,Public Offering,27.12
04/26/2017,TSX:BNS,Public Offering,27.12
04/25/2017,TSX:BNS,Public Offering,20.00
04/24/2017,TSX:BNS,Public Offering,114.53
04/21/2017,TSX:BNS,Public Offering,27.04
04/21/2017,TSX:BNS,Public Offering,27.04
04/20/2017,TSX:BNS,Public Offering,20.20
04/20/2017,TSX:BNS,Public Offering,20.20
04/19/2017,TSX:BNS,Public Offering,20.00
04/18/2017,TSX:BNS,Public Offering,14.93
04/17/2017,TSX:BNS,Public Offering,20.00
04/13/2017,TSX:BNS,Public Offering,20.00
04/13/2017,TSX:BNS,Public Offering,20.00
04/13/2017,TSX:BNS,Public Offering,26.53
04/12/2017,TSX:BNS,Public Offering,20.00
04/11/2017,TSX:BNS,Public Offering,6.02
04/11/2017,TSX:BNS,Public Offering,15.48
04/10/2017,TSX:BNS,Public Offering,20.00
04/10/2017,TSX:BNS,Public Offering,20.02
04/07/2017,TSX:BNS,Public Offering,26.79
04/06/2017,TSX:BNS,Public Offering,1069.59
04/05/2017,TSX:BNS,Public Offering,334.80
04/05/2017,TSX:BNS,Public Offering,10.00
03/31/2017,TSX:BNS,Public Offering,7.17
03/30/2017,TSX:BNS,Public Offering,46.03
03/30/2017,TSX:BNS,Public Offering,67.88
03/30/2017,TSX:BNS,Public Offering,25.56
03/30/2017,TSX:BNS,Public Offering,33.15
03/24/2017,TSX:BNS,Public Offering,11.96
03/16/2017,TSX:BNS,Public Offering,17.67
03/08/2017,TSX:BNS,Public Offering,20.21
03/02/2017,TSX:BNS,Public Offering,113.78
03/01/2017,TSX:BNS,Public Offering,1998.64
03/01/2017,TSX:BNS,Public Offering,667.42
02/16/2017,TSX:BNS,Public Offering,34.49
02/15/2017,TSX:BNS,Public Offering,15.00
02/10/2017,TSX:BNS,Public Offering,15.00
01/31/2017,TSX:BNS,Public Offering,2.59
01/26/2017,TSX:BNS,Public Offering,9.16
01/26/2017,TSX:BNS,Public Offering,19.69
01/26/2017,TSX:BNS,Public Offering,20.15
01/26/2017,TSX:BNS,Public Offering,29.81
01/26/2017,TSX:BNS,Public Offering,99.64
01/26/2017,TSX:BNS,Public Offering,66.49
01/19/2017,TSX:BNS,Public Offering,20.00
01/13/2017,TSX:BNS,Public Offering,1742.46
01/11/2017,TSX:BNS,Public Offering,20.00
12/29/2016,TSX:BNS,Public Offering,3.04
12/29/2016,TSX:BNS,Public Offering,86.56
12/20/2016,TSX:BNS,Public Offering,26.77
12/20/2016,TSX:BNS,Public Offering,8.31
12/08/2016,TSX:BNS,Public Offering,32.95
12/02/2016,TSX:BNS,Public Offering,12.00
11/30/2016,TSX:BNS,Public Offering,807.22
11/30/2016,TSX:BNS,Public Offering,750.00
11/30/2016,TSX:BNS,Public Offering,2.90
11/21/2016,TSX:BNS,Public Offering,10.00
11/21/2016,TSX:BNS,Public Offering,13.41
11/18/2016,TSX:BNS,Public Offering,12.00
11/10/2016,TSX:BNS,Public Offering,24.79
11/10/2016,TSX:BNS,Public Offering,10.00
11/09/2016,TSX:BNS,Public Offering,13.00
11/07/2016,TSX:BNS,Public Offering,20.00
11/07/2016,TSX:BNS,Public Offering,26.79
11/04/2016,TSX:BNS,Public Offering,10.00
11/04/2016,TSX:BNS,Public Offering,20.00
11/04/2016,TSX:BNS,Public Offering,15.00
10/31/2016,TSX:BNS,Public Offering,4.81
10/28/2016,TSX:BNS,Public Offering,15.00
10/27/2016,TSX:BNS,Public Offering,20.00
10/27/2016,TSX:BNS,Public Offering,28.35
10/27/2016,TSX:BNS,Public Offering,17.02
10/27/2016,TSX:BNS,Public Offering,19.56
10/27/2016,TSX:BNS,Public Offering,38.08
10/27/2016,TSX:BNS,Public Offering,25.69
10/21/2016,TSX:BNS,Public Offering,20.00
10/21/2016,TSX:BNS,Public Offering,20.00
10/20/2016,TSX:BNS,Public Offering,34.02
10/19/2016,TSX:BNS,Public Offering,92.81
10/18/2016,TSX:BNS,Public Offering,393.72
10/18/2016,TSX:BNS,Public Offering,131.24
10/18/2016,TSX:BNS,Public Offering,20.00
10/18/2016,TSX:BNS,Public Offering,15.00
10/18/2016,TSX:BNS,Public Offering,20.00
10/14/2016,TSX:BNS,Public Offering,15.00
10/12/2016,TSX:BNS,Public Offering,323.57
10/12/2016,TSX:BNS,Public Offering,15.00
10/07/2016,TSX:BNS,Public Offering,222.25
10/07/2016,TSX:BNS,Public Offering,132.65
10/07/2016,TSX:BNS,Public Offering,10.00
10/07/2016,TSX:BNS,Public Offering,15.00
10/07/2016,TSX:BNS,Public Offering,26.53
10/03/2016,TSX:BNS,Public Offering,10.00
09/30/2016,TSX:BNS,Public Offering,341.82
09/30/2016,TSX:BNS,Public Offering,1.46
09/29/2016,TSX:BNS,Public Offering,47.56
09/29/2016,TSX:BNS,Public Offering,32.91
09/28/2016,TSX:BNS,Public Offering,10.00
09/27/2016,TSX:BNS,Public Offering,26.51
09/23/2016,TSX:BNS,Public Offering,20.00
09/22/2016,TSX:BNS,Public Offering,52.09
09/21/2016,TSX:BNS,Public Offering,256.65
09/16/2016,TSX:BNS,Public Offering,500.00
09/15/2016,TSX:BNS,Public Offering,347.40
09/15/2016,TSX:BNS,Public Offering,17.99
09/15/2016,TSX:BNS,Public Offering,37.50
09/14/2016,TSX:BNS,Public Offering,348.07
09/14/2016,TSX:BNS,Public Offering,867.77
09/13/2016,TSX:BNS,Public Offering,1645.55
09/09/2016,TSX:BNS,Public Offering,10.00
09/06/2016,TSX:BNS,Public Offering,25.68
09/02/2016,TSX:BNS,Public Offering,26.03
09/01/2016,TSX:BNS,Public Offering,10.00
08/31/2016,TSX:BNS,Public Offering,1.51
08/22/2016,TSX:BNS,Public Offering,15.00
08/19/2016,TSX:BNS,Public Offering,12.00
08/19/2016,TSX:BNS,Public Offering,25.74
08/12/2016,TSX:BNS,Public Offering,14.00
08/11/2016,TSX:BNS,Public Offering,28.48
08/09/2016,TSX:BNS,Public Offering,196.83
08/08/2016,TSX:BNS,Public Offering,9.59
08/05/2016,TSX:BNS,Public Offering,20.00
08/05/2016,TSX:BNS,Public Offering,20.00
08/04/2016,TSX:BNS,Public Offering,20.00
08/04/2016,TSX:BNS,Public Offering,15.00
08/04/2016,TSX:BNS,Public Offering,26.07
08/03/2016,TSX:BNS,Public Offering,13.08
08/03/2016,TSX:BNS,Public Offering,13.73
07/29/2016,TSX:BNS,Public Offering,48.06
07/29/2016,TSX:BNS,Public Offering,1.70
07/28/2016,TSX:BNS,Public Offering,5.60
07/28/2016,TSX:BNS,Public Offering,197.74
07/28/2016,TSX:BNS,Public Offering,12.48
07/28/2016,TSX:BNS,Public Offering,13.71
07/28/2016,TSX:BNS,Public Offering,28.71
07/28/2016,TSX:BNS,Public Offering,39.72
07/28/2016,TSX:BNS,Public Offering,17.96
07/28/2016,TSX:BNS,Public Offering,13.83
07/22/2016,TSX:BNS,Public Offering,26.36
07/19/2016,TSX:BNS,Public Offering,783.88
07/15/2016,TSX:BNS,Public Offering,20.00
07/14/2016,TSX:BNS,Public Offering,103.36
07/08/2016,TSX:BNS,Public Offering,20.00
07/07/2016,TSX:BNS,Public Offering,15.00
07/07/2016,TSX:BNS,Public Offering,20.00
07/07/2016,TSX:BNS,Public Offering,20.00
07/07/2016,TSX:BNS,Public Offering,41.98
07/07/2016,TSX:BNS,Public Offering,17.03
07/05/2016,TSX:BNS,Public Offering,25.89
06/30/2016,TSX:BNS,Public Offering,1.80
06/29/2016,TSX:BNS,Public Offering,64.96
06/29/2016,TSX:BNS,Public Offering,8.50
06/17/2016,TSX:BNS,Public Offering,15.00
06/15/2016,TSX:BNS,Public Offering,10.00
06/10/2016,TSX:BNS,Public Offering,732.29
06/09/2016,TSX:BNS,Public Offering,1272.21
06/09/2016,TSX:BNS,Public Offering,318.07
06/09/2016,TSX:BNS,Public Offering,25.45
06/08/2016,TSX:BNS,Public Offering,15.00
06/08/2016,TSX:BNS,Public Offering,20.00
06/03/2016,TSX:BNS,Public Offering,20.00
05/20/2016,TSX:BNS,Public Offering,39.37
05/20/2016,TSX:BNS,Public Offering,20.00
05/20/2016,TSX:BNS,Public Offering,10.00
05/19/2016,TSX:BNS,Public Offering,10.00
05/18/2016,TSX:BNS,Public Offering,4.06
05/17/2016,TSX:BNS,Public Offering,10.00
05/13/2016,TSX:BNS,Public Offering,10.00
05/13/2016,TSX:BNS,Public Offering,15.00
05/12/2016,TSX:BNS,Public Offering,5.00
05/12/2016,TSX:BNS,Public Offering,10.41
05/09/2016,TSX:BNS,Public Offering,25.98
05/06/2016,TSX:BNS,Public Offering,64.57
05/06/2016,TSX:BNS,Public Offering,36.87
05/05/2016,TSX:BNS,Public Offering,25.71
05/04/2016,TSX:BNS,Public Offering,15.00
04/29/2016,TSX:BNS,Public Offering,0.63
04/28/2016,TSX:BNS,Public Offering,45.68
04/28/2016,TSX:BNS,Public Offering,18.70
04/28/2016,TSX:BNS,Public Offering,50.79
04/28/2016,TSX:BNS,Public Offering,33.23
04/27/2016,TSX:BNS,Public Offering,10.00
04/26/2016,TSX:BNS,Public Offering,38.88
04/26/2016,TSX:BNS,Public Offering,25.27
04/22/2016,TSX:BNS,Public Offering,12.97
04/22/2016,TSX:BNS,Public Offering,10.00
04/20/2016,TSX:BNS,Public Offering,649.36
04/20/2016,TSX:BNS,Public Offering,10.00
04/20/2016,TSX:BNS,Public Offering,20.00
04/19/2016,TSX:BNS,Public Offering,3143.86
04/19/2016,TSX:BNS,Public Offering,28.77
04/19/2016,TSX:BNS,Public Offering,6.62
04/18/2016,TSX:BNS,Public Offering,26.33
04/18/2016,TSX:BNS,Public Offering,20.00
04/18/2016,TSX:BNS,Public Offering,25.64
04/15/2016,TSX:BNS,Public Offering,25.72
04/13/2016,TSX:BNS,Public Offering,25.60
04/13/2016,TSX:BNS,Public Offering,10.00
04/12/2016,TSX:BNS,Public Offering,15.00
04/12/2016,TSX:BNS,Public Offering,20.00
04/11/2016,TSX:BNS,Public Offering,20.00
04/11/2016,TSX:BNS,Public Offering,20.00
04/08/2016,TSX:BNS,Public Offering,12.96
04/07/2016,TSX:BNS,Public Offering,18.00
03/31/2016,TSX:BNS,Public Offering,2.12
03/29/2016,TSX:BNS,Public Offering,65.84
03/23/2016,TSX:BNS,Public Offering,57.29
03/23/2016,TSX:BNS,Public Offering,7.71
03/22/2016,TSX:BNS,Public Offering,1107.78
03/22/2016,TSX:BNS,Public Offering,26.11
03/18/2016,TSX:BNS,Public Offering,19.48
03/17/2016,TSX:BNS,Public Offering,1814.24
03/17/2016,TSX:BNS,Public Offering,445.76
03/17/2016,TSX:BNS,Public Offering,445.76
03/17/2016,TSX:BNS,Public Offering,20.00
03/14/2016,TSX:BNS,Public Offering,500.00
03/10/2016,TSX:BNS,Public Offering,1111.09
03/10/2016,TSX:BNS,Public Offering,10.00
03/07/2016,TSX:BNS,Public Offering,20.00
02/19/2016,TSX:BNS,Public Offering,20.00
02/19/2016,TSX:BNS,Public Offering,11.75
02/19/2016,TSX:BNS,Public Offering,7.25
02/17/2016,TSX:BNS,Public Offering,39.23
02/16/2016,TSX:BNS,Public Offering,5.99
02/16/2016,TSX:BNS,Public Offering,20.81
02/12/2016,TSX:BNS,Public Offering,45.15
02/11/2016,TSX:BNS,Public Offering,27.94
02/11/2016,TSX:BNS,Public Offering,3.75
02/03/2016,TSX:BNS,Public Offering,138.53
02/03/2016,TSX:BNS,Public Offering,27.38
02/02/2016,TSX:BNS,Public Offering,21.85
02/02/2016,TSX:BNS,Public Offering,206.14
01/29/2016,TSX:BNS,Public Offering,2.39
01/29/2016,TSX:BNS,Public Offering,2.39
01/27/2016,TSX:BNS,Public Offering,42.19
01/21/2016,TSX:BNS,Public Offering,2318.36
01/15/2016,TSX:BNS,Public Offering,622.21
01/14/2016,TSX:BNS,Public Offering,78.04
01/14/2016,TSX:BNS,Public Offering,827.99
01/12/2016,TSX:BNS,Public Offering,1425.65
01/12/2016,TSX:BNS,Public Offering,713.68
10/19/2018,TSX:TGOD,Public Offering,75.01
06/26/2018,TSX:TGOD,Private Placement,25.02
05/02/2018,TSX:TGOD,Public Offering,132.26
01/16/2018,TSX:TGOD,Private Placement,55.00
09/27/2017,TSX:NWC,Private Placement,100.00
06/28/2018,TSX:TSGI,Public Offering,1324.94
06/21/2018,TSX:TSGI,Public Offering,1264.40
08/11/2017,TSX:TSGI,Merger/Acquisition,328.46
10/19/2018,TSX:FIRE,Public Offering,90.00
11/14/2017,TSX:FIRE,Private Placement,40.25
12/13/2016,TSX:FIRE,Private Placement,55.00
08/30/2016,TSX:FIRE,Private Placement,14.95
05/31/2019,TSX:TD,Public Offering,1750.00
05/20/2019,TSX:TD,Public Offering,13.44
04/26/2019,TSX:TD,Public Offering,11.79
04/25/2019,TSX:TD,Public Offering,2247.66
04/25/2019,TSX:TD,Public Offering,2.70
04/15/2019,TSX:TD,Public Offering,0.44
04/10/2019,TSX:TD,Public Offering,2615.67
03/27/2019,TSX:TD,Public Offering,2.68
03/26/2019,TSX:TD,Public Offering,5.85
03/26/2019,TSX:TD,Public Offering,10.17
03/26/2019,TSX:TD,Public Offering,2.01
03/08/2019,TSX:TD,Public Offering,2000.00
03/04/2019,TSX:TD,Public Offering,1663.89
02/21/2019,TSX:TD,Public Offering,21.29
02/21/2019,TSX:TD,Public Offering,3.96
02/12/2019,TSX:TD,Public Offering,9.28
01/31/2019,TSX:TD,Public Offering,11.83
01/29/2019,TSX:TD,Public Offering,1.33
01/29/2019,TSX:TD,Public Offering,111.94
01/29/2019,TSX:TD,Public Offering,55.08
01/28/2019,TSX:TD,Public Offering,66.31
01/28/2019,TSX:TD,Public Offering,1.33
01/28/2019,TSX:TD,Public Offering,7.95
01/28/2019,TSX:TD,Public Offering,7.51
01/16/2019,TSX:TD,Public Offering,19.86
01/15/2019,TSX:TD,Public Offering,22.57
01/15/2019,TSX:TD,Public Offering,17.26
12/27/2018,TSX:TD,Public Offering,40.94
11/26/2018,TSX:TD,Public Offering,22.02
11/26/2018,TSX:TD,Public Offering,9.26
11/26/2018,TSX:TD,Public Offering,55.20
11/26/2018,TSX:TD,Public Offering,24.06
10/26/2018,TSX:TD,Public Offering,28.25
10/26/2018,TSX:TD,Public Offering,6.55
10/16/2018,TSX:TD,Public Offering,2585.22
10/11/2018,TSX:TD,Public Offering,904.27
09/25/2018,TSX:TD,Public Offering,0.27
09/25/2018,TSX:TD,Public Offering,3.88
09/25/2018,TSX:TD,Public Offering,3.77
09/18/2018,TSX:TD,Public Offering,1708.13
09/14/2018,TSX:TD,Public Offering,1750.00
09/10/2018,TSX:TD,Public Offering,1315.60
09/10/2018,TSX:TD,Public Offering,1315.88
08/27/2018,TSX:TD,Public Offering,2.60
08/27/2018,TSX:TD,Public Offering,9.16
08/10/2018,TSX:TD,Public Offering,4.34
08/03/2018,TSX:TD,Public Offering,75.24
07/26/2018,TSX:TD,Public Offering,3.33
07/25/2018,TSX:TD,Public Offering,344.78
07/23/2018,TSX:TD,Public Offering,13.16
07/20/2018,TSX:TD,Public Offering,2304.75
07/13/2018,TSX:TD,Public Offering,348.04
07/13/2018,TSX:TD,Public Offering,2319.44
07/12/2018,TSX:TD,Public Offering,2104.01
07/12/2018,TSX:TD,Public Offering,526.72
06/26/2018,TSX:TD,Public Offering,2.12
06/26/2018,TSX:TD,Public Offering,10.70
06/18/2018,TSX:TD,Public Offering,875.72
06/07/2018,TSX:TD,Public Offering,1742.69
06/06/2018,TSX:TD,Public Offering,1516.14
06/05/2018,TSX:TD,Public Offering,1430.39
06/05/2018,TSX:TD,Public Offering,649.94
06/05/2018,TSX:TD,Public Offering,1170.85
06/05/2018,TSX:TD,Public Offering,975.71
05/25/2018,TSX:TD,Public Offering,2.60
05/25/2018,TSX:TD,Public Offering,1.30
05/25/2018,TSX:TD,Public Offering,6.49
05/15/2018,TSX:TD,Public Offering,13.58
05/10/2018,TSX:TD,Public Offering,1.28
04/26/2018,TSX:TD,Public Offering,119.74
04/25/2018,TSX:TD,Public Offering,2.57
04/25/2018,TSX:TD,Public Offering,16.00
04/24/2018,TSX:TD,Public Offering,19.24
04/17/2018,TSX:TD,Public Offering,37.66
04/16/2018,TSX:TD,Public Offering,62.89
04/11/2018,TSX:TD,Public Offering,22.27
03/27/2018,TSX:TD,Public Offering,64.93
03/14/2018,TSX:TD,Public Offering,350.00
03/12/2018,TSX:TD,Public Offering,1965.11
02/22/2018,TSX:TD,Public Offering,11.68
02/21/2018,TSX:TD,Public Offering,2.54
02/21/2018,TSX:TD,Public Offering,3.15
02/12/2018,TSX:TD,Public Offering,126.13
02/09/2018,TSX:TD,Public Offering,20.80
01/30/2018,TSX:TD,Public Offering,870.33
01/26/2018,TSX:TD,Public Offering,2.46
01/26/2018,TSX:TD,Public Offering,1.23
01/26/2018,TSX:TD,Public Offering,3.70
01/26/2018,TSX:TD,Public Offering,5.04
01/19/2018,TSX:TD,Public Offering,6.23
01/18/2018,TSX:TD,Public Offering,1242.82
01/18/2018,TSX:TD,Public Offering,622.27
01/17/2018,TSX:TD,Public Offering,8.97
12/19/2017,TSX:TD,Public Offering,9.82
12/08/2017,TSX:TD,Public Offering,1723.33
11/21/2017,TSX:TD,Public Offering,12.77
10/24/2017,TSX:TD,Public Offering,2150.90
10/19/2017,TSX:TD,Public Offering,374.12
09/19/2017,TSX:TD,Public Offering,12.18
09/13/2017,TSX:TD,Public Offering,6.10
09/12/2017,TSX:TD,Public Offering,7.06
09/07/2017,TSX:TD,Public Offering,1212.76
07/31/2017,TSX:TD,Public Offering,4.71
07/26/2017,TSX:TD,Public Offering,2.23
07/25/2017,TSX:TD,Public Offering,1500.00
07/14/2017,TSX:TD,Public Offering,300.00
06/30/2017,TSX:TD,Public Offering,2.57
06/26/2017,TSX:TD,Public Offering,20.00
06/08/2017,TSX:TD,Public Offering,1.44
06/02/2017,TSX:TD,Public Offering,3.23
06/02/2017,TSX:TD,Public Offering,3.04
06/02/2017,TSX:TD,Public Offering,2.02
05/31/2017,TSX:TD,Public Offering,120.49
05/26/2017,TSX:TD,Public Offering,7.28
05/25/2017,TSX:TD,Public Offering,1.25
05/25/2017,TSX:TD,Public Offering,0.93
05/25/2017,TSX:TD,Public Offering,1.50
05/25/2017,TSX:TD,Public Offering,1.41
05/25/2017,TSX:TD,Public Offering,0.67
05/09/2017,TSX:TD,Public Offering,11.22
05/02/2017,TSX:TD,Public Offering,5.24
04/25/2017,TSX:TD,Public Offering,0.68
04/19/2017,TSX:TD,Public Offering,5.92
04/19/2017,TSX:TD,Public Offering,0.98
04/03/2017,TSX:TD,Public Offering,1783.11
03/28/2017,TSX:TD,Public Offering,2.00
03/28/2017,TSX:TD,Public Offering,2.67
03/24/2017,TSX:TD,Public Offering,47.72
03/16/2017,TSX:TD,Public Offering,22.11
03/13/2017,TSX:TD,Public Offering,410.27
03/10/2017,TSX:TD,Public Offering,20.00
03/06/2017,TSX:TD,Public Offering,12.36
03/02/2017,TSX:TD,Public Offering,1.78
03/02/2017,TSX:TD,Public Offering,3.21
02/27/2017,TSX:TD,Public Offering,2.75
02/24/2017,TSX:TD,Public Offering,30.41
02/22/2017,TSX:TD,Public Offering,1.85
02/22/2017,TSX:TD,Public Offering,2.96
02/01/2017,TSX:TD,Public Offering,9.86
01/31/2017,TSX:TD,Public Offering,2.65
01/26/2017,TSX:TD,Public Offering,4.93
01/26/2017,TSX:TD,Public Offering,1.48
01/18/2017,TSX:TD,Public Offering,1313.61
01/18/2017,TSX:TD,Public Offering,1117.54
01/18/2017,TSX:TD,Public Offering,15.06
01/18/2017,TSX:TD,Public Offering,1.75
01/09/2017,TSX:TD,Public Offering,2309.50
12/29/2016,TSX:TD,Public Offering,0.80
12/28/2016,TSX:TD,Public Offering,10.00
12/27/2016,TSX:TD,Public Offering,1.14
12/27/2016,TSX:TD,Public Offering,0.28
12/23/2016,TSX:TD,Public Offering,2.71
12/23/2016,TSX:TD,Public Offering,1.35
12/22/2016,TSX:TD,Public Offering,41.40
12/21/2016,TSX:TD,Public Offering,17.03
12/13/2016,TSX:TD,Public Offering,197.20
12/05/2016,TSX:TD,Public Offering,9.63
11/28/2016,TSX:TD,Public Offering,2.98
11/28/2016,TSX:TD,Public Offering,1.53
11/23/2016,TSX:TD,Public Offering,8.09
11/22/2016,TSX:TD,Public Offering,3.31
11/22/2016,TSX:TD,Public Offering,1.01
11/22/2016,TSX:TD,Public Offering,2.69
11/22/2016,TSX:TD,Public Offering,2.31
11/14/2016,TSX:TD,Public Offering,4.75
11/14/2016,TSX:TD,Public Offering,14.01
10/31/2016,TSX:TD,Public Offering,1.60
10/31/2016,TSX:TD,Public Offering,6.14
10/26/2016,TSX:TD,Public Offering,1.34
10/26/2016,TSX:TD,Public Offering,4.62
10/26/2016,TSX:TD,Public Offering,7.01
10/26/2016,TSX:TD,Public Offering,0.72
10/26/2016,TSX:TD,Public Offering,10.69
10/21/2016,TSX:TD,Public Offering,9.96
10/17/2016,TSX:TD,Public Offering,7.45
10/11/2016,TSX:TD,Public Offering,7.01
10/11/2016,TSX:TD,Public Offering,1.26
10/06/2016,TSX:TD,Public Offering,13.22
09/30/2016,TSX:TD,Public Offering,3.66
09/30/2016,TSX:TD,Public Offering,4.64
09/27/2016,TSX:TD,Public Offering,0.88
09/27/2016,TSX:TD,Public Offering,2.65
09/27/2016,TSX:TD,Public Offering,1.33
09/22/2016,TSX:TD,Public Offering,25.94
09/12/2016,TSX:TD,Public Offering,130.76
09/08/2016,TSX:TD,Public Offering,1929.91
08/31/2016,TSX:TD,Public Offering,3.44
08/29/2016,TSX:TD,Public Offering,1302.58
08/29/2016,TSX:TD,Public Offering,1000.00
08/26/2016,TSX:TD,Public Offering,1.61
08/26/2016,TSX:TD,Public Offering,11.30
08/19/2016,TSX:TD,Public Offering,6.44
08/11/2016,TSX:TD,Public Offering,5.73
07/29/2016,TSX:TD,Public Offering,2.26
07/26/2016,TSX:TD,Public Offering,3.96
07/26/2016,TSX:TD,Public Offering,25.11
07/26/2016,TSX:TD,Public Offering,30.34
07/21/2016,TSX:TD,Public Offering,0.74
07/18/2016,TSX:TD,Public Offering,2000.00
07/08/2016,TSX:TD,Public Offering,1.31
07/06/2016,TSX:TD,Public Offering,325.71
07/06/2016,TSX:TD,Public Offering,1302.70
07/06/2016,TSX:TD,Public Offering,1949.58
07/06/2016,TSX:TD,Public Offering,325.71
07/05/2016,TSX:TD,Public Offering,0.65
07/05/2016,TSX:TD,Public Offering,8.43
06/30/2016,TSX:TD,Public Offering,2.75
06/17/2016,TSX:TD,Public Offering,1.29
06/17/2016,TSX:TD,Public Offering,1.29
06/08/2016,TSX:TD,Public Offering,1499.43
05/31/2016,TSX:TD,Public Offering,2.05
05/27/2016,TSX:TD,Public Offering,16.76
05/27/2016,TSX:TD,Public Offering,7.28
05/26/2016,TSX:TD,Public Offering,2.02
05/26/2016,TSX:TD,Public Offering,2.59
05/20/2016,TSX:TD,Public Offering,5.13
05/17/2016,TSX:TD,Public Offering,3.30
05/10/2016,TSX:TD,Public Offering,9.31
04/29/2016,TSX:TD,Public Offering,2.38
04/27/2016,TSX:TD,Public Offering,1430.17
04/26/2016,TSX:TD,Public Offering,1.40
04/26/2016,TSX:TD,Public Offering,3.16
04/26/2016,TSX:TD,Public Offering,6.31
04/20/2016,TSX:TD,Public Offering,5.32
04/14/2016,TSX:TD,Public Offering,6.03
04/14/2016,TSX:TD,Public Offering,652.19
04/13/2016,TSX:TD,Public Offering,7.65
04/04/2016,TSX:TD,Public Offering,3.17
04/01/2016,TSX:TD,Public Offering,5.88
03/31/2016,TSX:TD,Public Offering,648.41
03/31/2016,TSX:TD,Public Offering,2265.56
03/31/2016,TSX:TD,Public Offering,1.19
03/28/2016,TSX:TD,Public Offering,7.54
03/28/2016,TSX:TD,Public Offering,3.96
03/28/2016,TSX:TD,Public Offering,0.20
03/22/2016,TSX:TD,Public Offering,24.92
03/08/2016,TSX:TD,Public Offering,1476.25
03/07/2016,TSX:TD,Public Offering,2325.22
02/29/2016,TSX:TD,Public Offering,3.50
02/25/2016,TSX:TD,Public Offering,1.36
02/25/2016,TSX:TD,Public Offering,4.76
02/25/2016,TSX:TD,Public Offering,3.40
02/03/2016,TSX:TD,Public Offering,808.00
01/31/2016,TSX:TD,Buyback,487.00
01/29/2016,TSX:TD,Public Offering,1.83
